CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
CUST000184,1,55.9,Tablet,Tier 2,53.3,Debit Card,Male,3.6,3,Fashion,1,Single,21,0,18.4,9,8,23.8,222.66
CUST000185,0,6.2,Tablet,Tier 2,86.7,E-wallet,Female,3.9,1,Fashion,4,Divorced,4,0,25.0,14,3,31.8,162.4
CUST000186,0,56.2,Tablet,Tier 2,113.8,Debit Card,Male,1.2,6,Others,2,Divorced,2,0,24.3,3,2,2.2,223.97
CUST000187,1,41.3,Tablet,Tier 2,42.3,UPI,Female,1.5,2,Fashion,3,Single,15,0,22.8,15,9,32.7,125.81
CUST000188,0,4.1,Mobile Phone,Tier 3,72.3,E-wallet,Female,2.4,1,Others,2,Single,12,0,15.4,14,7,26.8,312.13
CUST000189,0,18.1,Mobile Phone,Tier 1,101.3,Cash on Delivery,Female,0.3,4,Laptop & Accessory,4,Single,7,1,19.2,14,9,9.1,165.45
CUST000190,0,42.5,Tablet,Tier 3,55.8,Credit Card,Male,3.1,5,Laptop & Accessory,5,Single,20,1,14.4,11,13,2.3,307.68
CUST000191,0,4.0,Mobile Phone,Tier 1,25.5,UPI,Female,4.9,1,Grocery,2,Single,18,1,17.7,7,2,5.0,173.31
CUST000192,1,34.9,Mobile Phone,Tier 2,62.9,UPI,Male,1.8,1,Others,5,Married,13,0,18.3,7,16,24.1,275.91
CUST000193,1,20.8,Computer,Tier 1,11.7,Credit Card,Female,3.8,3,Others,2,Single,17,0,23.5,5,16,34.9,155.39
CUST000194,0,37.3,Computer,Tier 3,120.0,Credit Card,Female,2.5,4,Mobile Phone,5,Married,4,0,24.4,4,9,15.4,250.7
CUST000195,0,2.7,Computer,Tier 3,14.1,Cash on Delivery,Male,0.6,6,Mobile Phone,2,Divorced,14,0,17.2,1,10,17.4,172.84
CUST000196,0,52.3,Computer,Tier 1,58.5,UPI,Female,2.9,5,Grocery,5,Single,20,0,11.3,11,9,43.0,214.56
CUST000197,1,58.4,Mobile Phone,Tier 2,69.6,UPI,Female,1.5,2,Laptop & Accessory,3,Single,13,1,23.9,3,11,9.8,251.61
CUST000198,1,58.1,Tablet,Tier 2,125.2,Debit Card,Male,0.2,1,Mobile Phone,1,Single,3,0,13.6,12,9,4.8,232.5
CUST000199,1,45.0,Mobile Phone,Tier 3,25.3,E-wallet,Male,3.2,6,Fashion,2,Divorced,18,1,20.3,16,10,15.8,229.66
CUST000200,1,7.8,Mobile Phone,Tier 1,19.0,E-wallet,Male,4.3,5,Laptop & Accessory,3,Married,14,1,11.4,15,13,34.3,114.78
CUST000201,0,45.5,Mobile Phone,Tier 2,6.1,Debit Card,Female,1.7,2,Fashion,1,Married,15,1,17.0,8,10,28.8,156.04
CUST000202,0,1.5,Computer,Tier 2,24.0,E-wallet,Male,2.0,6,Others,2,Single,3,1,25.8,0,4,19.1,228.66
CUST000203,0,1.3,Computer,Tier 3,30.3,Credit Card,Male,4.5,4,Laptop & Accessory,3,Single,1,0,12.5,14,10,44.4,104.12
CUST000204,1,19.4,Computer,Tier 2,81.9,E-wallet,Female,4.1,4,Grocery,3,Single,17,0,17.4,11,3,33.8,156.39
CUST000205,0,29.3,Tablet,Tier 1,31.8,E-wallet,Male,3.6,5,Others,3,Single,3,0,15.6,4,6,2.8,151.57
CUST000206,0,46.2,Mobile Phone,Tier 3,7.5,Debit Card,Female,1.2,2,Others,4,Divorced,14,0,24.6,1,3,34.3,156.22
CUST000207,0,41.0,Tablet,Tier 3,105.8,Cash on Delivery,Female,4.6,4,Fashion,5,Single,3,0,24.0,3,11,1.1,220.51
CUST000208,0,26.8,Computer,Tier 1,49.6,E-wallet,Male,0.8,5,Others,1,Divorced,13,0,14.6,14,9,29.9,230.94
CUST000209,0,16.4,Tablet,Tier 3,48.2,E-wallet,Female,3.1,4,Mobile Phone,5,Single,15,0,12.2,5,3,9.7,304.52
CUST000210,0,59.8,Mobile Phone,Tier 2,41.9,Cash on Delivery,Male,0.1,4,Laptop & Accessory,5,Married,18,1,20.4,11,2,32.0,186.86
CUST000211,0,25.6,Mobile Phone,Tier 2,124.0,Debit Card,Male,3.2,6,Mobile Phone,5,Married,14,1,16.0,3,8,14.2,308.48
CUST000212,0,27.1,Computer,Tier 1,25.8,Cash on Delivery,Male,1.4,6,Fashion,3,Single,21,0,21.1,0,6,40.2,246.69
CUST000213,0,9.8,Computer,Tier 2,114.6,Debit Card,Male,2.2,4,Fashion,5,Single,3,0,11.5,14,8,15.5,305.35
CUST000214,0,47.7,Tablet,Tier 1,99.8,Credit Card,Female,1.7,3,Laptop & Accessory,4,Divorced,19,0,13.0,13,15,28.5,287.53
CUST000215,1,41.6,Computer,Tier 1,14.3,Debit Card,Female,0.9,6,Others,2,Single,8,0,21.3,2,13,13.2,254.71
CUST000216,0,13.2,Computer,Tier 2,125.4,Credit Card,Male,3.1,2,Grocery,3,Single,4,1,14.2,14,7,42.2,180.12
CUST000217,0,4.9,Mobile Phone,Tier 1,38.1,Credit Card,Male,4.4,5,Fashion,1,Single,4,0,23.9,4,3,35.9,154.25
CUST000218,1,40.8,Computer,Tier 2,17.0,Debit Card,Female,4.8,5,Laptop & Accessory,2,Married,19,0,11.9,2,8,11.2,150.04
CUST000219,0,39.3,Computer,Tier 3,106.2,UPI,Male,1.0,2,Grocery,2,Divorced,11,1,14.2,6,10,43.6,314.24
CUST000220,1,16.4,Mobile Phone,Tier 3,91.2,Debit Card,Female,3.6,2,Others,2,Married,1,1,26.0,5,1,16.4,315.68
CUST000221,0,57.1,Mobile Phone,Tier 1,80.3,E-wallet,Male,3.3,2,Fashion,5,Divorced,8,0,17.5,0,1,30.0,263.09
CUST000222,0,9.1,Tablet,Tier 2,24.0,E-wallet,Female,1.7,2,Laptop & Accessory,5,Married,15,0,21.5,6,13,34.2,298.85
CUST000223,0,25.9,Computer,Tier 2,63.4,UPI,Female,0.1,1,Laptop & Accessory,3,Single,1,0,13.7,3,13,1.1,306.77
CUST000224,0,56.6,Mobile Phone,Tier 3,100.2,Credit Card,Female,3.4,5,Laptop & Accessory,5,Married,7,0,20.1,11,10,44.1,215.1
CUST000225,0,25.2,Tablet,Tier 3,42.0,UPI,Male,4.7,1,Fashion,5,Married,21,0,21.9,8,13,15.8,241.54
CUST000226,0,38.3,Tablet,Tier 2,43.0,E-wallet,Male,3.2,4,Grocery,5,Divorced,20,0,15.7,3,8,8.7,194.22
CUST000227,1,23.9,Computer,Tier 1,5.4,UPI,Male,2.2,4,Laptop & Accessory,3,Divorced,20,0,23.4,0,16,39.1,194.16
CUST000228,0,16.5,Computer,Tier 3,26.3,Debit Card,Male,2.6,5,Others,3,Married,11,0,20.1,8,13,32.3,108.65
CUST000229,1,59.0,Tablet,Tier 1,111.8,UPI,Male,1.0,4,Laptop & Accessory,4,Divorced,14,0,16.8,14,9,4.0,197.61
CUST000230,0,24.6,Mobile Phone,Tier 1,58.9,Credit Card,Female,3.8,2,Grocery,4,Divorced,22,1,19.4,7,10,5.4,251.54
CUST000231,1,53.6,Tablet,Tier 3,125.1,Debit Card,Female,3.7,1,Fashion,4,Divorced,16,0,19.7,14,6,32.9,194.95
CUST000232,0,13.8,Computer,Tier 1,53.3,Cash on Delivery,Female,0.7,2,Laptop & Accessory,4,Divorced,14,0,13.5,14,5,3.4,296.29
CUST000233,0,12.8,Mobile Phone,Tier 1,92.3,E-wallet,Female,4.4,4,Laptop & Accessory,2,Divorced,12,1,17.0,6,2,42.2,174.83
CUST000234,0,1.9,Mobile Phone,Tier 2,39.4,E-wallet,Female,1.3,6,Others,2,Married,17,0,16.2,15,11,34.1,129.85
CUST000235,0,39.1,Tablet,Tier 1,49.4,UPI,Female,4.9,1,Others,4,Divorced,14,1,17.0,1,9,15.4,282.6
CUST000236,1,22.1,Computer,Tier 2,28.3,Debit Card,Female,1.9,2,Laptop & Accessory,4,Single,10,0,22.4,3,6,16.7,251.64
CUST000237,0,51.9,Tablet,Tier 3,47.3,Cash on Delivery,Male,0.9,5,Laptop & Accessory,1,Married,14,0,18.2,15,8,23.3,154.41
CUST000238,0,28.4,Tablet,Tier 3,71.8,Debit Card,Female,1.8,2,Others,2,Married,18,0,25.1,2,9,16.6,220.7
CUST000239,0,58.1,Tablet,Tier 2,126.0,E-wallet,Male,2.2,6,Grocery,1,Married,22,0,15.4,1,9,36.0,190.42
CUST000240,0,11.1,Mobile Phone,Tier 3,86.0,Debit Card,Female,0.3,4,Mobile Phone,1,Divorced,9,0,17.2,2,8,44.8,311.24
CUST000241,1,52.1,Mobile Phone,Tier 1,29.3,Cash on Delivery,Female,2.9,1,Mobile Phone,5,Single,17,0,22.8,4,12,26.9,236.65
CUST000242,1,46.6,Computer,Tier 1,10.5,UPI,Male,3.0,5,Laptop & Accessory,3,Divorced,6,0,19.2,1,10,20.5,135.64
CUST000243,1,46.3,Computer,Tier 1,20.4,Credit Card,Female,3.7,1,Others,2,Married,8,0,19.2,1,8,10.2,212.98
CUST000244,0,50.7,Tablet,Tier 3,73.6,Debit Card,Male,0.1,5,Fashion,4,Married,13,0,11.8,1,3,30.1,294.08
CUST000245,0,45.7,Tablet,Tier 1,98.3,Credit Card,Female,2.7,1,Fashion,4,Married,18,0,17.0,13,13,31.5,251.09
CUST000246,1,37.6,Tablet,Tier 3,119.7,E-wallet,Male,0.3,4,Mobile Phone,3,Married,5,0,15.1,14,3,31.5,289.55
CUST000247,0,7.9,Computer,Tier 1,6.9,UPI,Female,3.5,5,Grocery,2,Divorced,6,0,26.0,11,2,1.2,156.34
CUST000248,1,2.0,Mobile Phone,Tier 2,68.8,UPI,Male,0.3,3,Mobile Phone,4,Single,21,0,15.6,10,16,41.4,299.88
CUST000249,1,55.3,Mobile Phone,Tier 3,62.4,Debit Card,Male,4.6,1,Laptop & Accessory,4,Single,19,0,24.3,10,1,15.6,270.01
CUST000250,1,37.0,Tablet,Tier 3,85.0,UPI,Female,3.5,1,Grocery,5,Married,4,0,21.1,6,16,34.2,264.01
CUST000251,0,47.8,Tablet,Tier 1,73.3,Debit Card,Female,2.5,2,Fashion,1,Single,7,0,16.1,11,4,35.0,177.97
CUST000252,0,28.9,Tablet,Tier 3,88.8,Debit Card,Male,2.2,5,Others,4,Married,4,1,19.2,15,2,29.9,299.72
CUST000253,1,7.0,Tablet,Tier 3,85.3,Credit Card,Female,0.7,6,Others,2,Married,11,0,23.6,4,14,18.2,243.55
CUST000254,0,7.5,Computer,Tier 2,19.3,UPI,Male,1.5,3,Laptop & Accessory,3,Single,12,0,24.3,1,14,28.0,291.66
CUST000255,0,41.1,Mobile Phone,Tier 2,102.6,Debit Card,Female,4.3,4,Mobile Phone,5,Married,14,0,13.4,15,2,1.8,181.22
CUST000256,0,25.8,Tablet,Tier 1,20.0,Credit Card,Male,4.5,2,Laptop & Accessory,2,Single,13,0,16.1,14,13,35.0,132.77
CUST000257,1,12.0,Computer,Tier 2,90.2,Cash on Delivery,Female,0.0,3,Others,5,Married,10,0,16.0,10,11,4.6,174.78
CUST000258,0,29.5,Tablet,Tier 1,55.8,Credit Card,Male,3.0,5,Fashion,1,Single,18,0,11.6,5,11,18.3,202.43
CUST000259,0,3.9,Tablet,Tier 1,67.7,Credit Card,Female,3.6,3,Others,4,Married,16,0,20.0,12,5,4.8,220.02
CUST000260,0,34.9,Mobile Phone,Tier 1,115.2,Debit Card,Male,3.1,1,Grocery,2,Single,5,0,23.8,9,4,38.5,214.93
CUST000261,0,16.1,Tablet,Tier 3,113.6,E-wallet,Male,0.4,1,Others,3,Married,8,0,16.7,4,1,25.3,222.86
CUST000262,1,47.9,Mobile Phone,Tier 2,104.8,E-wallet,Female,1.1,2,Others,1,Married,14,0,22.1,6,15,31.8,289.38
CUST000263,0,18.6,Mobile Phone,Tier 1,67.2,E-wallet,Female,1.3,5,Grocery,1,Married,5,0,20.4,10,15,31.4,138.27
CUST000264,0,27.3,Mobile Phone,Tier 2,94.8,Credit Card,Male,4.2,5,Mobile Phone,5,Single,8,0,16.6,13,9,38.7,171.11
CUST000265,1,0.7,Computer,Tier 1,67.6,Debit Card,Male,2.3,3,Others,1,Divorced,6,0,13.1,15,14,6.1,299.94
CUST000266,1,4.3,Computer,Tier 2,111.1,UPI,Male,2.4,2,Laptop & Accessory,2,Married,16,0,21.6,3,4,30.3,226.1
CUST000267,0,23.5,Mobile Phone,Tier 2,54.1,Credit Card,Male,4.7,5,Others,5,Married,4,0,23.8,0,5,26.5,231.26
CUST000268,1,28.8,Tablet,Tier 1,123.4,Credit Card,Female,3.2,6,Laptop & Accessory,1,Single,12,0,21.3,14,7,1.4,207.56
CUST000269,0,36.0,Mobile Phone,Tier 3,118.7,Debit Card,Male,4.5,6,Grocery,3,Married,11,0,11.3,13,2,9.3,223.52
CUST000270,0,17.5,Tablet,Tier 2,95.5,Cash on Delivery,Male,2.3,1,Others,2,Married,3,1,14.2,4,8,12.3,144.57
CUST000271,1,41.7,Mobile Phone,Tier 3,39.1,Credit Card,Male,0.7,3,Grocery,3,Married,12,0,12.0,3,11,3.3,223.05
CUST000272,1,51.6,Tablet,Tier 3,21.1,Cash on Delivery,Female,4.6,4,Grocery,3,Married,5,0,19.6,12,16,16.3,324.36
CUST000273,1,46.8,Computer,Tier 1,109.3,Cash on Delivery,Male,2.3,1,Mobile Phone,5,Divorced,6,1,22.3,11,2,1.3,227.36
CUST000274,1,2.4,Tablet,Tier 1,25.2,E-wallet,Female,0.9,2,Others,4,Divorced,19,0,12.7,14,11,25.4,109.99
CUST000275,0,28.8,Mobile Phone,Tier 1,109.2,Debit Card,Female,1.5,5,Laptop & Accessory,5,Married,18,0,23.6,8,10,9.7,279.2
CUST000276,0,6.3,Computer,Tier 2,64.9,Cash on Delivery,Female,0.3,1,Laptop & Accessory,2,Married,16,1,19.3,3,5,13.2,189.21
CUST000277,1,14.5,Tablet,Tier 1,54.6,Debit Card,Female,2.3,4,Others,2,Married,11,0,21.3,4,13,41.9,134.58
CUST000278,0,59.2,Tablet,Tier 1,115.2,E-wallet,Female,4.3,4,Mobile Phone,5,Divorced,5,0,25.6,8,12,23.1,294.07
CUST000279,1,8.5,Tablet,Tier 2,78.7,Debit Card,Female,4.7,6,Mobile Phone,4,Divorced,9,1,12.3,12,2,12.4,144.54
CUST000280,1,29.9,Tablet,Tier 2,75.3,Credit Card,Female,4.7,2,Mobile Phone,5,Single,3,1,24.5,9,2,27.5,307.17
CUST000281,1,37.1,Tablet,Tier 1,73.2,Cash on Delivery,Male,0.6,1,Laptop & Accessory,2,Single,8,0,12.9,15,4,9.3,199.4
CUST000282,0,42.1,Computer,Tier 1,50.3,Debit Card,Male,1.9,3,Grocery,4,Married,6,0,16.9,12,4,3.4,267.13
CUST000283,0,33.6,Computer,Tier 1,100.8,UPI,Female,0.1,1,Mobile Phone,2,Married,4,0,23.8,3,16,1.0,223.07
CUST000284,0,0.6,Computer,Tier 1,35.8,Debit Card,Male,4.3,6,Laptop & Accessory,4,Divorced,12,0,24.6,12,13,43.8,157.74
CUST000285,0,19.6,Computer,Tier 3,119.5,Cash on Delivery,Male,1.8,4,Laptop & Accessory,4,Married,12,0,18.6,7,8,33.3,251.0
CUST000286,0,31.1,Mobile Phone,Tier 3,114.1,E-wallet,Female,3.2,2,Grocery,5,Married,21,0,19.9,12,13,36.8,315.53
CUST000287,0,5.3,Computer,Tier 1,46.2,E-wallet,Male,3.6,2,Others,5,Divorced,16,0,21.6,14,16,45.1,273.17
CUST000288,0,21.0,Tablet,Tier 3,94.0,Cash on Delivery,Female,2.1,3,Others,5,Divorced,10,0,23.5,12,6,42.9,235.9
CUST000289,0,2.0,Tablet,Tier 2,74.9,Credit Card,Male,1.5,2,Mobile Phone,4,Divorced,22,0,12.8,4,10,33.9,322.89
CUST000290,0,4.7,Computer,Tier 3,46.2,Credit Card,Female,4.8,6,Mobile Phone,4,Divorced,14,0,23.2,5,8,31.9,159.7
CUST000291,0,23.8,Tablet,Tier 3,125.6,E-wallet,Female,4.8,6,Grocery,2,Single,13,1,18.2,4,16,15.5,114.03
CUST000292,0,8.0,Computer,Tier 1,8.1,E-wallet,Male,1.4,6,Mobile Phone,3,Divorced,9,1,17.8,12,13,4.8,107.23
CUST000293,1,34.1,Tablet,Tier 3,35.8,Cash on Delivery,Male,2.4,2,Grocery,5,Divorced,7,0,17.4,4,7,26.4,259.9
CUST000294,0,41.4,Mobile Phone,Tier 3,68.4,Credit Card,Female,4.9,2,Laptop & Accessory,2,Married,12,1,18.6,12,13,26.5,286.8
CUST000295,0,48.0,Mobile Phone,Tier 3,68.7,E-wallet,Female,0.0,6,Mobile Phone,2,Married,5,1,25.2,7,10,43.8,242.9
CUST000296,0,12.0,Computer,Tier 3,76.8,Credit Card,Female,2.1,2,Laptop & Accessory,1,Married,18,0,19.2,8,4,20.4,303.63
CUST000297,1,10.0,Computer,Tier 2,96.7,E-wallet,Male,0.5,2,Fashion,5,Single,4,0,25.3,14,2,31.8,257.04
CUST000298,0,6.3,Computer,Tier 1,81.1,Debit Card,Male,2.5,4,Grocery,2,Divorced,2,0,13.7,9,15,26.4,183.46
CUST000299,0,38.2,Tablet,Tier 1,78.2,UPI,Male,0.1,1,Fashion,1,Divorced,3,0,21.9,10,9,8.1,140.78
CUST000300,0,42.4,Computer,Tier 2,11.5,Debit Card,Male,2.0,5,Mobile Phone,5,Single,12,0,23.2,4,2,27.2,308.05
CUST000301,0,1.9,Mobile Phone,Tier 3,50.9,E-wallet,Female,1.1,2,Laptop & Accessory,4,Divorced,3,0,21.2,8,1,24.8,123.31
CUST000302,0,56.2,Tablet,Tier 2,33.3,UPI,Female,2.7,5,Mobile Phone,1,Married,4,0,20.1,10,8,22.7,222.17
CUST000303,0,3.1,Computer,Tier 3,37.4,UPI,Female,5.0,5,Fashion,4,Single,6,0,19.5,1,10,23.6,170.65
CUST000304,0,32.5,Tablet,Tier 2,72.6,E-wallet,Female,4.0,4,Mobile Phone,3,Divorced,12,0,23.9,5,15,7.5,161.07
CUST000305,1,42.5,Tablet,Tier 1,29.3,E-wallet,Male,4.2,2,Others,3,Single,19,1,23.3,0,9,21.3,245.31
CUST000306,1,52.3,Computer,Tier 1,40.9,Credit Card,Female,3.2,6,Fashion,3,Single,10,0,12.8,2,1,27.9,152.03
CUST000307,0,42.8,Tablet,Tier 1,33.9,E-wallet,Female,0.2,5,Mobile Phone,3,Divorced,1,1,23.7,2,7,22.5,306.18
CUST000308,0,48.1,Mobile Phone,Tier 3,120.7,Cash on Delivery,Male,1.0,2,Laptop & Accessory,2,Married,17,0,17.2,13,2,22.5,191.36
CUST000309,1,20.4,Mobile Phone,Tier 3,120.2,E-wallet,Male,4.6,3,Mobile Phone,3,Divorced,16,1,14.8,4,6,3.6,252.41
CUST000310,0,48.9,Tablet,Tier 2,79.4,Cash on Delivery,Female,1.8,6,Laptop & Accessory,2,Divorced,9,0,24.0,16,13,8.8,263.75
CUST000311,0,4.8,Computer,Tier 2,117.8,E-wallet,Male,0.5,3,Others,2,Married,21,0,17.5,14,11,14.8,253.66
CUST000312,0,53.7,Tablet,Tier 1,100.9,Credit Card,Female,3.5,3,Mobile Phone,5,Divorced,9,0,23.1,5,5,19.3,303.27
CUST000313,0,32.9,Mobile Phone,Tier 3,77.0,Cash on Delivery,Male,1.5,5,Others,2,Divorced,9,0,15.0,13,1,27.3,152.0
CUST000314,1,49.0,Tablet,Tier 2,5.8,Debit Card,Male,1.3,3,Fashion,2,Divorced,12,1,11.1,13,16,39.7,119.36
CUST000315,1,27.1,Tablet,Tier 3,99.2,Cash on Delivery,Female,5.0,4,Laptop & Accessory,3,Single,9,0,18.4,16,2,7.3,112.48
CUST000316,0,38.6,Mobile Phone,Tier 3,90.7,Credit Card,Male,4.3,4,Fashion,2,Single,15,1,12.5,7,2,0.7,297.51
CUST000317,0,31.6,Tablet,Tier 1,80.1,Cash on Delivery,Female,2.0,5,Laptop & Accessory,4,Single,2,0,22.3,7,16,20.7,318.99
CUST000318,0,43.9,Tablet,Tier 1,97.8,E-wallet,Male,4.9,2,Others,3,Divorced,11,0,15.1,8,10,19.9,168.07
CUST000319,0,4.9,Computer,Tier 3,67.6,E-wallet,Male,3.3,1,Grocery,1,Married,11,1,17.7,10,10,25.4,256.04
CUST000320,0,3.6,Computer,Tier 3,90.9,Credit Card,Male,3.7,2,Mobile Phone,3,Single,8,0,12.3,12,6,38.3,102.01
CUST000321,0,14.8,Mobile Phone,Tier 3,119.1,UPI,Male,0.2,2,Others,2,Married,6,0,15.3,12,11,36.9,142.44
CUST000322,1,9.6,Mobile Phone,Tier 3,50.8,E-wallet,Male,0.6,2,Laptop & Accessory,4,Divorced,21,1,22.7,4,12,4.6,255.09
CUST000323,0,52.3,Mobile Phone,Tier 1,91.4,Debit Card,Female,3.2,2,Laptop & Accessory,3,Single,20,1,13.3,15,1,43.0,114.82
CUST000324,0,13.2,Computer,Tier 2,63.0,Credit Card,Male,4.5,6,Laptop & Accessory,4,Divorced,7,1,20.7,8,11,5.1,205.41
CUST000325,1,58.6,Mobile Phone,Tier 1,87.3,Cash on Delivery,Female,3.1,1,Laptop & Accessory,1,Married,3,1,24.8,2,13,29.2,249.08
CUST000326,1,20.2,Mobile Phone,Tier 2,98.1,Cash on Delivery,Male,0.7,6,Mobile Phone,1,Single,8,0,21.2,4,4,30.9,272.34
CUST000327,0,10.9,Mobile Phone,Tier 3,10.5,Debit Card,Female,0.6,3,Fashion,5,Single,18,1,23.2,7,12,31.3,202.11
CUST000328,0,47.4,Computer,Tier 2,83.9,E-wallet,Male,4.2,2,Grocery,5,Single,17,0,12.6,13,16,12.2,241.81
CUST000329,0,39.5,Tablet,Tier 1,32.7,Credit Card,Female,0.7,4,Mobile Phone,3,Single,11,1,14.8,2,10,15.2,221.4
CUST000330,0,29.9,Mobile Phone,Tier 1,86.7,Debit Card,Female,2.6,5,Laptop & Accessory,5,Married,2,0,24.4,12,11,25.2,111.77
CUST000331,0,33.3,Tablet,Tier 3,62.1,E-wallet,Male,0.2,5,Mobile Phone,4,Single,21,0,21.7,10,16,9.2,267.13
CUST000332,1,43.2,Mobile Phone,Tier 1,99.4,Credit Card,Male,0.4,6,Others,5,Divorced,19,0,20.6,7,5,0.9,138.78
CUST000333,0,13.7,Tablet,Tier 3,20.1,Cash on Delivery,Male,3.4,6,Laptop & Accessory,4,Single,7,0,21.0,9,2,25.9,107.16
CUST000334,0,59.8,Computer,Tier 1,81.4,Credit Card,Female,3.4,4,Grocery,5,Married,18,0,17.2,6,2,21.4,201.51
CUST000335,0,58.5,Computer,Tier 1,39.0,UPI,Female,1.7,2,Laptop & Accessory,5,Single,8,1,11.7,15,15,30.2,294.77
CUST000336,0,39.0,Mobile Phone,Tier 3,109.1,Credit Card,Male,1.1,1,Grocery,5,Married,14,1,22.8,5,7,6.7,133.94
CUST000337,1,12.0,Tablet,Tier 2,118.3,UPI,Male,4.1,3,Grocery,2,Married,7,0,21.2,15,7,38.7,102.89
CUST000338,1,40.8,Computer,Tier 1,126.6,Credit Card,Female,1.1,5,Fashion,2,Divorced,21,1,18.1,15,6,6.7,124.75
CUST000339,0,4.3,Mobile Phone,Tier 2,102.1,UPI,Female,2.7,3,Fashion,5,Single,4,0,24.5,0,16,41.0,181.82
CUST000340,0,1.8,Mobile Phone,Tier 1,97.0,Cash on Delivery,Male,4.8,1,Mobile Phone,4,Single,17,0,16.0,2,1,20.7,230.54
CUST000341,0,15.5,Computer,Tier 1,31.3,E-wallet,Female,0.7,6,Mobile Phone,3,Single,5,0,15.4,5,12,25.3,143.43
CUST000342,0,27.8,Computer,Tier 1,46.0,UPI,Male,4.7,5,Grocery,1,Divorced,12,1,24.1,3,13,41.2,280.44
CUST000343,0,52.1,Mobile Phone,Tier 1,61.8,UPI,Male,0.9,3,Laptop & Accessory,2,Divorced,9,0,23.0,3,12,13.8,269.49
CUST000344,0,43.6,Tablet,Tier 2,99.4,Cash on Delivery,Male,2.8,6,Others,5,Married,20,0,18.7,3,3,8.4,256.57
CUST000345,0,44.6,Tablet,Tier 2,116.6,UPI,Female,1.9,1,Others,1,Married,13,0,13.0,9,9,20.5,209.68
CUST000346,0,25.5,Tablet,Tier 1,28.1,Debit Card,Female,4.8,3,Laptop & Accessory,2,Married,18,0,14.2,8,10,11.2,182.17
CUST000347,0,20.8,Mobile Phone,Tier 1,117.5,Cash on Delivery,Female,1.4,2,Laptop & Accessory,3,Divorced,20,0,20.8,7,1,24.3,184.51
CUST000348,0,22.3,Computer,Tier 2,89.9,Debit Card,Female,2.0,6,Fashion,4,Divorced,9,0,16.8,16,2,12.7,213.19
CUST000349,0,59.3,Mobile Phone,Tier 3,79.5,Cash on Delivery,Male,4.9,1,Others,5,Divorced,4,0,23.5,16,8,39.8,117.4
CUST000350,0,2.4,Computer,Tier 3,29.4,UPI,Female,2.7,3,Grocery,3,Married,21,0,25.2,0,7,27.9,253.52
CUST000351,0,52.0,Tablet,Tier 2,11.8,Debit Card,Male,2.5,2,Mobile Phone,2,Divorced,8,1,23.1,13,9,0.0,179.09
CUST000352,1,34.7,Tablet,Tier 1,74.4,UPI,Male,1.3,2,Fashion,5,Married,1,0,16.7,10,10,37.1,150.57
CUST000353,0,26.3,Computer,Tier 1,84.5,Cash on Delivery,Male,3.5,1,Others,1,Married,17,0,22.8,2,12,15.2,162.62
CUST000354,0,43.5,Computer,Tier 3,30.7,UPI,Female,0.1,4,Laptop & Accessory,4,Single,9,0,16.3,7,15,14.7,140.57
CUST000355,0,29.2,Mobile Phone,Tier 3,72.9,Debit Card,Male,0.2,5,Others,2,Single,20,1,13.5,9,15,17.6,302.85
CUST000356,0,52.4,Tablet,Tier 2,109.5,Debit Card,Male,3.0,1,Grocery,4,Single,13,0,11.5,16,15,29.0,138.03
CUST000357,0,54.0,Mobile Phone,Tier 3,106.9,UPI,Female,1.7,2,Fashion,5,Married,2,1,16.8,7,12,20.3,298.66
CUST000358,0,25.3,Mobile Phone,Tier 2,118.1,Credit Card,Male,4.8,2,Laptop & Accessory,3,Single,13,0,24.6,0,4,28.9,228.75
CUST000359,1,16.6,Mobile Phone,Tier 3,49.6,Cash on Delivery,Female,4.5,1,Grocery,4,Single,9,1,14.6,6,4,6.8,295.18
CUST000360,0,35.5,Tablet,Tier 3,43.8,Cash on Delivery,Female,3.6,4,Mobile Phone,1,Single,20,0,14.1,8,7,44.6,206.66
CUST000361,0,54.7,Mobile Phone,Tier 3,96.4,UPI,Female,4.1,5,Fashion,2,Divorced,6,0,25.5,11,1,33.6,308.72
CUST000362,0,12.6,Mobile Phone,Tier 1,57.6,Credit Card,Male,3.3,3,Grocery,1,Married,1,0,11.4,8,10,11.5,147.59
CUST000363,0,37.4,Mobile Phone,Tier 1,15.7,Debit Card,Female,0.6,1,Grocery,4,Single,5,0,22.8,2,12,33.3,224.81
CUST000364,0,37.9,Mobile Phone,Tier 1,39.5,E-wallet,Female,3.8,5,Laptop & Accessory,3,Divorced,3,1,15.8,3,9,26.5,128.31
CUST000365,1,44.0,Mobile Phone,Tier 3,56.1,E-wallet,Female,1.1,5,Mobile Phone,3,Divorced,4,1,11.6,9,2,5.0,200.62
CUST000366,0,7.9,Mobile Phone,Tier 2,40.7,UPI,Female,1.6,6,Grocery,1,Divorced,1,0,24.8,3,15,8.2,228.23
CUST000367,1,42.9,Tablet,Tier 2,45.5,Credit Card,Male,4.1,2,Fashion,5,Single,14,0,13.1,8,1,1.9,236.28
